iter	Passed	Remaining
204	68881	267123
205	69200	266725
206	69557	266468
207	69875	266063
208	70576	267110
209	70883	266657
210	71194	266222
211	71507	265790
212	71814	265342
213	72240	265330
214	72578	264995
215	72904	264617
216	73245	264290
217	73581	263947
218	73897	263535
219	74206	263095
220	74519	262673
221	74883	262430
222	75194	262001
223	75500	261556
224	75811	261127
225	76131	260734
226	76452	260342
227	76761	259911
228	77070	259481
229	77462	259329
230	77796	258984
231	78186	258824
232	78568	258635
233	78950	258446
234	79257	258008
235	79565	257577
236	79944	257373
237	80245	256921
238	80551	256483
239	80864	256071
240	81176	255656
241	81487	255239
242	81793	254804
243	82110	254407
244	82445	254067
245	82787	253748
246	83197	253635
247	83536	253304
248	83892	253025
249	84205	252615
250	84527	252234
251	84835	251812
252	85193	251539
253	85510	251144
254	85820	250729
255	86126	250305
256	86438	249897
257	86747	249482
258	87049	249048
259	87352	248618
260	87664	248215
261	88028	247959
262	88374	247649
263	88769	247477
264	89225	247475
265	89538	247071
266	89860	246695
267	90165	246272
268	90523	245996
269	90832	245583
270	91139	245168
271	91444	244749
272	91762	244363
273	92067	243945
274	92378	243542
275	92684	243129
276	93003	242748
277	93389	242543
278	93705	242155
279	94073	241902
280	94404	241555
281	94740	241218
282	95042	240796
283	95355	240403
284	95705	240102
285	96003	239673
286	96318	239286
287	96623	238875
288	96929	238465
289	97240	238071
290	97556	237690
291	97864	237286
292	98164	236868
293	98557	236671
294	98901	236357
295	99289	236148
296	99694	235976
297	100042	235669
298	100347	235263
299	100660	234873
300	101017	234589
301	101326	234192
302	101639	233803
303	101942	233394
304	102257	233012
305	102564	232612
306	102879	232233
307	103189	231842
308	103589	231650
309	103921	231308
310	104228	230911
311	104553	230553
312	104869	230177
313	105222	229881
314	105567	229568
315	105887	229198
316	106237	228896
317	106548	228509
318	106865	228135
319	107171	227739
320	107477	227343
321	107787	226955
322	108099	226573
323	108409	226188
324	108816	226003
325	109132	225630
326	109481	225325
327	109896	225154
328	110197	224749
329	110546	224442
330	110877	224100
331	111214	223769
332	111568	223472
333	111884	223099
334	112198	222723
335	112505	222332
336	112826	221970
337	113135	221585
338	113442	221195
339	113782	220872
340	114163	220625
341	114466	220230
342	114779	219854
343	115102	219496
344	115415	219122
345	115720	218731
346	116074	218433
347	116421	218123
348	116791	217854
349	117106	217482
350	117422	217114
351	117736	216741
352	118063	216393
353	118373	216015
354	118686	215641
355	119063	215384
356	119414	215080
357	119728	214709
358	120191	214603
359	120490	214205
360	120799	213824
361	121116	213459
362	121424	213078
363	121823	212855
364	122229	212645
365	122533	212257
366	122853	211896
367	123162	211517
368	123468	211135
369	123777	210756
370	124157	210498
371	124503	210183
372	124817	209813
373	125138	209456
374	125448	209080
375	125762	208712
376	126072	208336
377	126374	207950
378	126682	207572
379	127050	207293
380	127431	207034
381	127747	206670
382	128067	206312
383	128372	205930
384	128680	205554
385	129028	205242
386	129364	204911
387	129681	204549
388	130055	204277
389	130496	204110
390	130798	203724
391	131111	203356
392	131426	202991
393	131741	202627
394	132051	202256
395	132391	201930
396	132788	201690
397	133119	201352
398	133432	200984
399	133742	200613
400	134096	200308
401	134421	199960
402	134739	199601
403	135094	199298
404	135416	198944
405	135711	198553
406	136017	198177
407	136338	197824
408	136643	197448
409	136946	197068
410	137260	196706
411	137577	196347
412	137930	196041
413	138299	195756
414	138640	195432
415	138947	195060
416	139327	194791
417	139631	194414
418	139954	194066
419	140270	193707
420	140732	193549
421	141055	193199
422	141369	192837
423	141672	192460
424	141983	192095
425	142294	191730
426	142600	191359
427	142909	190991
428	143261	190680
429	143605	190361
430	143949	190040
431	144322	189757
432	144647	189411
433	144951	189038
434	145261	188672
435	145580	188319
436	145866	187924
437	146178	187562
438	146491	187201
439	146854	186906
440	147197	186583
441	147507	186219
442	147817	185856
443	148139	185507
444	148506	185216
445	148813	184849
446	149167	184540
447	149584	184309
448	149897	183950
449	150209	183589
450	150518	183225
451	150850	182889
452	151500	182938
453	151994	182794
454	152300	182426
455	152609	182060
456	152921	181699
457	153231	181334
458	153546	180977
459	153894	180658
460	154201	180292
461	154617	180052
462	154936	179699
463	155274	179368
464	155586	179008
465	155902	178651
466	156210	178287
467	156566	177977
468	156877	177616
469	157182	177248
470	157484	176877
471	157793	176514
472	158096	176145
473	158421	175801
474	158742	175451
475	159092	175135
476	159400	174772
477	159779	174487
478	160139	174180
479	160474	173847
480	160798	173502
481	161111	173144
482	161535	172906
483	161878	172581
484	162185	172217
485	162493	171855
486	162819	171512
487	163121	171144
488	163431	170783
489	163746	170430
490	164059	170074
491	164404	169751
492	164776	169456
493	165081	169091
494	165382	168723
495	165729	168402
496	166082	168087
497	166402	167739
498	166709	167377
499	167065	167065
500	167372	166704
501	167680	166344
502	167993	165989
503	168300	165628
504	168613	165274
505	168924	164917
506	169232	164559
507	169606	164264
508	169961	163950
509	170266	163589
510	170568	163225
511	170880	162870
512	171216	162538
513	171654	162303
514	172002	161983
515	172362	161673
516	172660	161305
517	172975	160953
518	173283	160595
519	173585	160232
520	173899	159880
521	174207	159523
522	174520	159170
523	174945	158919
524	175281	158587
525	175589	158230
526	175913	157887
527	176224	157534
528	176531	157176
529	176918	156889
530	177243	156548
531	177593	156228
532	177909	155879
533	178212	155518
534	178522	155164
535	178831	154809
536	179149	154462
537	179455	154105
538	179782	153765
539	180202	153506
540	180526	153163
541	180837	152810
542	181145	152456
543	181447	152096
544	181766	151750
545	182280	151566
546	182633	151248
547	182995	150938
548	183303	150582
549	183606	150223
550	183911	149865
551	184233	149523
552	184537	149165
553	184857	148820
554	185213	148504
555	185566	148186
556	185864	147824
557	186183	147478
558	186491	147124
559	186798	146770
560	187115	146423
561	187419	146067
562	187768	145745
563	188168	145463
564	188471	145106
565	188782	144755
566	189084	144397
567	189393	144045
568	189698	143690
569	190041	143364
570	190393	143045
571	190714	142702
572	191057	142376
573	191375	142031
574	191679	141676
575	191978	141317
576	192422	141065
577	192734	140716
578	193041	140363
579	193444	140080
580	193788	139754
581	194088	139397
582	194404	139050
583	194708	138696
584	195042	138363
585	195400	138047
586	195704	137693
587	196012	137341
588	196368	137024
589	196677	136674
590	196975	136316
591	197295	135973
592	197599	135620
593	197907	135270
594	198208	134915
595	198530	134574
596	198939	134292
597	199257	133949
598	199571	133602
599	199900	133266
600	200220	132924
601	200564	132598
602	200883	132256
603	201196	131910
604	201549	131590
605	201855	131239
606	202162	130889
607	202563	130600
608	202914	130278
609	203222	129928
610	203535	129583
611	203837	129230
612	204227	128933
613	204549	128592
614	204893	128266
615	205206	127920
616	205566	127604
617	205866	127250
618	206169	126899
619	206491	126559
620	206846	126239
621	207149	125888
622	207462	125543
623	207767	125192
624	208078	124847
625	208388	124500
626	208700	124155
627	209008	123807
628	209372	123492
629	209718	123167
630	210090	122857
631	210412	122518
632	210771	122200
633	211072	121849
634	211375	121499
635	211692	121157
636	212036	120830
637	212343	120483
638	212678	120151
639	213095	119866
640	213396	119515
641	213711	119172
642	214024	118828
643	214334	118483
644	214698	118167
645	215024	117830
646	215368	117503
647	215768	117207
648	216063	116854
649	216370	116507
650	216687	116165
651	216993	115818
652	217343	115494
653	217653	115149
654	217953	114800
655	218257	114452
656	218585	114117
657	218886	113767
658	219188	113419
659	219496	113073
660	219850	112752
661	220185	112420
662	220495	112077
663	220896	111778
664	221239	111451
665	221547	111106
666	221858	110762
667	222166	110418
668	222512	110092
669	222826	109750
670	223241	109458
671	223566	109121
672	223875	108777
673	224186	108434
674	224492	108088
675	224802	107745
676	225174	107431
677	225484	107088
678	225788	106742
679	226138	106417
680	226502	106100
681	226845	105772
682	227157	105430
683	227467	105087
684	227822	104765
685	228129	104420
686	228438	104077
687	228754	103737
688	229067	103396
689	229371	103050
690	229681	102708
691	229991	102366
692	230350	102045
693	230675	101709
694	231021	101383
695	231346	101047
696	231647	100702
697	232013	100383
698	232346	100051
699	232656	99709
700	232986	99376
701	233337	99052
702	233753	98755
703	234060	98411
704	234368	98069
705	234667	97722
706	234985	97384
707	235316	97051
708	235632	96712
709	236418	96565
710	236717	96218
711	237028	95876
712	237365	95545
713	237727	95224
714	238036	94881
715	238349	94540
716	238699	94214
717	239006	93871
718	239315	93529
719	239618	93185
720	239932	92845
721	240275	92516
722	240586	92174
723	240885	91829
724	241264	91513
725	241585	91176
726	241907	90840
727	242249	90510
728	242573	90174
729	242913	89844
730	243274	89522
731	243578	89178
732	244055	88898
733	244365	88557
734	244681	88218
735	245001	87880
736	245335	87548
737	245644	87207
738	245947	86863
739	246265	86525
740	246629	86203
741	246967	85872
742	247282	85533
743	247596	85194
744	247911	84855
745	248216	84513
746	248757	84251
747	249067	83910
748	249415	83582
749	249726	83242
750	250037	82901
751	250394	82576
752	250699	82234
753	251009	81894
754	251321	81554
755	251671	81227
756	252026	80901
757	252343	80563
758	252658	80224
759	252963	79883
760	253283	79546
761	253588	79204
762	253931	78875
763	254410	78587
764	254759	78259
765	255068	77918
766	255408	77588
767	255719	77248
768	256037	76911
769	256339	76568
770	256678	76237
771	256995	75900
772	257350	75573
773	257653	75232
774	257965	74893
775	258279	74555
776	258597	74217
777	258909	73879
778	259217	73539
779	259595	73219
780	259997	72905
781	260327	72572
782	260656	72238
783	260963	71898
784	261273	71559
785	261603	71225
786	261933	70891
787	262244	70553
788	262596	70225
789	262908	69886
790	263218	69548
791	263536	69211
792	263837	68870
793	264145	68531
794	264497	68203
795	264912	67892
796	265300	67573
797	265651	67245
798	265960	66906
799	266265	66566
800	266576	66228
801	266932	65900
802	267252	65564
803	267571	65228
804	267921	64900
805	268238	64563
806	268550	64225
807	268854	63886
808	269167	63548
809	269482	63212
810	269782	62871
811	270083	62531
812	270478	62213
813	270877	61895
814	271174	61554
815	271486	61217
816	271822	60885
817	272134	60548
818	272444	60210
819	272752	59872
820	273061	59534
821	273414	59206
822	273734	58871
823	274042	58533
824	274352	58196
825	274670	57860
826	275101	57548
827	275398	57208
828	275744	56878
829	276157	56562
830	276496	56230
831	276796	55891
832	277156	55564
833	277457	55225
834	277767	54888
835	278069	54549
836	278377	54212
837	278743	53885
838	279037	53545
839	279339	53207
840	279653	52871
841	279957	52533
842	280265	52196
843	280589	51862
844	280921	51530
845	281271	51200
846	281616	50870
847	282017	50550
848	282321	50212
849	282635	49876
850	282940	49539
851	283243	49201
852	283546	48864
853	283901	48535
854	284210	48199
855	284519	47863
856	284833	47527
857	285219	47204
858	285561	46873
859	285892	46540
860	286197	46203
861	286550	45874
862	286865	45539
863	287264	45217
864	287597	44885
865	287909	44549
866	288218	44213
867	288529	43877
868	288848	43543
869	289189	43212
870	289494	42875
871	289802	42539
872	290112	42204
873	290430	41869
874	290759	41537
875	291067	41201
876	291369	40864
877	291699	40532
878	292025	40199
879	292372	39869
880	292750	39542
881	293079	39210
882	293382	38874
883	293698	38539
884	294006	38204
885	294336	37871
886	294670	37539
887	294988	37205
888	295288	36869
889	295717	36549
890	296049	36217
891	296359	35882
892	296660	35546
893	297009	35215
894	297364	34886
895	297667	34550
896	298014	34220
897	298370	33890
898	298680	33555
899	298991	33221
900	299300	32886
901	299609	32551
902	299964	32222
903	300271	31887
904	300607	31555
905	300942	31223
906	301248	30888
907	301556	30554
908	301899	30223
909	302236	29891
910	302639	29566
911	302941	29231
912	303248	28896
913	303591	28565
914	303935	28234
915	304252	27900
916	304553	27565
917	304863	27231
918	305221	26902
919	305518	26566
920	305948	26243
921	306263	25909
922	306566	25574
923	306866	25240
924	307173	24905
925	307521	24575
926	307869	24244
927	308183	23910
928	308483	23576
929	308795	23242
930	309169	22913
931	309516	22582
932	309829	22249
933	310141	21915
934	310504	21585
935	310806	21251
936	311145	20920
937	311447	20586
938	311760	20252
939	312066	19919
940	312377	19585
941	312743	19255
942	313052	18922
943	313401	18591
944	313704	18257
945	314003	17924
946	314317	17591
947	314700	17262
948	315040	16930
949	315350	16597
950	315654	16264
951	316069	15936
952	316468	15607
953	316769	15273
954	317083	14941
955	317396	14608
956	317736	14276
957	318045	13943
958	318361	13610
959	318716	13279
960	319012	12946
961	319329	12613
962	319633	12280
963	319973	11949
964	320297	11616
965	320650	11285
966	320957	10953
967	321338	10622
968	321642	10289
969	321943	9957
970	322255	9624
971	322556	9291
972	322920	8960
973	323226	8628
974	323539	8295
975	323893	7964
976	324197	7632
977	324500	7299
978	324802	6967
979	325118	6635
980	325457	6303
981	325795	5971
982	326123	5639
983	326623	5310
984	326937	4978
985	327242	4646
986	327552	4314
987	327902	3982
988	328204	3650
989	328523	3318
990	328838	2986
991	329142	2654
992	329491	2322
993	329803	1990
994	330109	1658
995	330417	1326
996	330747	995
997	331101	663
998	331492	331
999	331790	0
